age,income,rent,food,transport,entertainment,shopping,education,misc,financial_literacy_score,saving_habit_score,total_expense,savings
23,50162,8256,2648,1120,4103,8001,3509,1604,5,5,29241,22307
23,48434,16141,8394,5150,1982,7087,5256,2574,6,1,46584,3429
26,37102,14746,6660,5145,5952,4325,3224,1257,7,4,41309,-1391
21,36536,5347,2820,4341,744,4444,4439,4127,1,10,26262,13558
19,82770,11361,2471,1093,2611,1609,2105,3405,3,3,24655,58562
28,65388,15668,10054,1919,4548,3564,219,3743,1,8,39715,26560
28,65775,6101,2121,2442,1304,3651,5137,1272,9,6,22028,46729
26,46147,9507,7445,1122,1431,8643,6571,879,4,10,35598,12650
19,65526,17327,9695,4348,2260,1849,7769,3720,2,10,46968,20777
27,38659,10685,6876,5029,5885,8700,4937,4405,5,7,46517,-6513
26,38088,5179,4795,4419,6805,3999,1200,1386,2,10,27783,12100
19,83464,14035,6216,817,3616,4787,5675,3457,7,2,38603,47456
29,74998,19747,4186,3082,6400,5087,7649,2965,4,1,49116,26862
25,55382,17009,4134,2024,524,8374,5613,2920,5,2,40598,16335
26,43184,13590,4177,1392,6514,5884,4581,1516,9,6,37654,8965
29,35099,3056,4299,1127,4895,7423,5834,1839,2,5,28473,8215
27,84810,2142,7981,5823,5844,7611,973,4016,5,8,34390,51975
26,52739,13507,3383,4753,573,7910,6646,4001,4,4,40773,14570
27,23389,12076,6142,5949,5735,7661,6765,3032,3,3,47360,-21137
26,32352,14237,3968,3521,4747,1176,6053,2184,1,4,35886,-2454
19,36148,4481,8644,1954,4570,3272,704,718,6,9,24343,14613
21,46828,12082,4472,3271,3662,1883,4944,2021,7,8,32335,17242
24,83040,9896,7494,1052,6181,998,5104,2821,1,8,33546,52231
29,71795,9050,11442,4090,6503,7211,4048,1328,6,6,43672,31655
19,73620,8011,7906,5457,6551,7880,4735,4792,1,5,45332,29589
18,72114,17330,5110,3005,4687,2354,7177,4077,6,8,43740,31185
20,55711,13414,10326,2585,3419,1569,7486,3158,4,4,41957,16239
29,32748,6150,10801,1175,3294,4776,2653,1168,6,10,30017,7209
21,48691,17876,11249,2093,1910,4821,3561,4685,1,6,46195,3697
25,80282,9004,8571,4897,3986,7089,4909,4497,1,9,42953,40310
23,75360,11198,5774,3182,4112,1328,1760,1458,3,3,28812,46976
28,25246,3220,6655,4278,5280,6519,6401,3557,6,9,35910,-7962
19,74395,6661,2258,3764,4967,2186,2929,2253,3,8,25018,50631
26,47486,6866,8868,2437,6117,7964,2451,1642,7,3,36345,13368
19,45340,3797,8817,5493,5855,4847,1247,4202,4,7,34258,13691
29,65300,7974,7744,1115,1565,3198,770,548,9,5,22914,44254
22,18086,15165,11107,4727,5768,6551,2595,4040,7,7,49953,-28802
29,29860,9005,5942,2131,4495,7127,4356,4235,4,4,37291,-6098
21,32013,6612,2237,5789,4258,4406,7443,811,9,3,31556,3004
24,22407,11865,5355,1444,1110,1123,5890,4021,5,7,30808,-5620
25,48542,13891,10879,5480,4715,657,4866,2164,4,6,42652,6740
22,39935,12283,9904,5884,2338,6321,3427,4797,2,5,44954,-3877
27,64079,6953,8601,5902,6148,6262,2373,3960,9,4,40199,27718
22,49111,9051,7706,3976,2595,5104,3046,1284,10,6,32762,21065
19,71550,14545,3158,970,6005,5139,4323,961,8,1,35101,38835
25,55565,15248,2594,2455,4073,3136,2647,2952,6,8,33105,24755
19,34283,19276,3750,2896,6199,4690,3374,1529,1,6,41714,-5336
27,81470,19355,2402,4406,6682,6154,7269,1159,8,5,47427,35787
29,53233,18486,11013,2590,972,5568,3364,4296,4,8,46289,9403
23,37695,17139,5838,3323,1656,3469,7,3723,1,4,35155,4032
25,57734,17508,4540,3029,3690,3532,4709,3690,3,2,40698,17866
23,16505,5246,7878,4673,4919,4712,6768,2125,6,5,36321,-15936
21,20363,15965,9490,1559,551,1979,6351,4918,2,7,40813,-16965
21,63708,5417,11889,5793,5528,4955,3434,3804,8,5,40820,26507
23,58614,8445,7534,1146,2683,5649,7040,3609,5,7,36106,26690
21,16010,7417,7286,1853,1927,2872,1068,1774,5,2,24197,-8141
25,34861,17494,3613,3199,6378,2443,6601,3723,1,1,43451,-7315
26,39125,15366,8579,5674,2716,8765,521,2915,9,3,44536,-2852
18,24369,15302,7651,1263,2323,5574,6485,3786,2,1,42384,-17371
21,84393,5659,5679,4571,4955,4403,2279,714,9,3,28260,58228
21,41671,9506,5552,2826,6279,1942,5864,2386,10,3,34355,10227
19,79512,7673,9238,958,567,4489,5598,3621,10,8,32144,50202
23,59138,4157,6996,1191,4314,5402,6083,4553,1,5,32696,27492
20,68420,18965,3464,3072,1673,1050,1962,4302,10,3,34488,35203
24,83089,2795,8282,3039,5076,3261,5462,2491,8,5,30406,55772
28,30489,13389,6882,4669,6034,8470,6312,4950,3,8,50706,-16446
28,74789,13559,8245,1318,6556,5880,2315,1188,3,10,39061,39291
22,84925,15490,8611,4750,4816,1323,748,3519,7,10,39257,50196
21,64703,8044,5100,1018,760,1606,5383,1898,7,1,23809,43597
22,73228,11001,6113,4970,2813,2719,891,2121,7,7,30628,46742
25,18051,2572,6093,4491,4030,861,3372,2409,7,5,23828,-2714
20,53090,3206,10124,842,2149,6917,599,2344,3,4,26181,28000
24,43805,18283,6851,5143,1176,5095,2713,2543,8,3,41804,4303
23,59557,15096,10878,5716,4439,8120,2389,4277,1,7,50915,11308
29,17555,4460,5579,3293,4838,3457,4202,4694,3,10,30523,-9271
18,65241,6925,10792,3674,2435,7586,3800,1400,8,2,36612,30582
24,80994,3715,11235,5031,2178,6837,4254,3652,2,8,36902,46764
24,31066,16439,7445,5626,1692,963,3895,2226,7,4,38286,-4412
29,19721,3569,11571,943,3122,1878,3425,2510,4,10,27018,-3560
18,21304,19060,6528,5074,6052,8007,3620,2770,6,2,51111,-28629
26,57967,15232,9566,4204,1165,6049,2506,3901,9,2,42623,16234
23,55462,12025,11233,2400,6481,8324,6215,2662,8,10,49340,11289
29,86834,16605,3573,2017,5362,8135,2680,2988,4,1,41360,47448
19,65155,4513,7720,4632,2101,2295,7339,3259,7,10,31859,36225
22,17589,10992,11555,2056,2409,1294,4322,2922,3,8,35550,-13936
28,52078,11333,11202,597,687,3567,2776,2527,9,8,32689,22550
21,69918,18225,3256,3361,1204,1224,4702,1457,2,6,33429,38065
24,28601,15923,3127,1544,3867,1732,3248,2849,6,2,32290,-2415
25,22711,4031,11215,5851,5287,8018,2646,1416,5,3,38464,-14863
28,74430,19892,4784,967,3953,1039,6055,4447,4,9,41137,36224
28,78327,11302,8081,853,1866,7499,101,981,2,7,30683,50518
18,18970,6329,3049,571,3149,608,3395,761,9,5,17862,4143
22,84535,19296,7183,1875,834,2571,1379,4404,5,5,37542,50443
20,51176,7322,4301,1575,5333,5094,4038,4467,1,7,32130,20502
18,56730,3055,11346,1745,2884,2919,1150,2429,5,1,25528,31296
29,28385,9107,2029,1523,6998,1688,1417,1706,7,1,24468,4386
20,20950,7670,10978,2320,855,7040,2629,4033,3,3,35525,-12158
23,88511,14381,11362,1489,2422,8094,6878,1173,7,9,45799,45008
24,68009,15833,5198,5055,4827,7740,259,3731,6,8,42643,28151
25,38398,9575,3364,5786,3838,8741,276,2998,7,3,34578,5405
28,40277,13363,11733,5902,1295,4194,809,1633,9,8,38929,4021
21,41761,5012,6493,3048,689,570,4691,579,2,4,21082,21911
20,79435,13754,10505,5312,4643,973,4560,3021,2,7,42768,37941
22,78944,7138,4695,4962,1313,5820,7539,2609,1,2,34076,46476
26,46533,18198,8645,4221,6579,1960,2181,2449,2,5,44233,3331
23,87502,6391,10721,3607,2602,4809,3326,4410,3,5,35866,52858
26,87123,14812,7880,5202,3910,4742,5642,3154,7,5,45342,44981
23,37880,15412,10149,3075,2666,7025,5841,758,3,9,44926,-4807
19,85627,9322,7859,3546,6867,1939,2934,4457,8,9,36924,53641
22,56753,11809,10503,1248,2750,1528,2120,4842,3,2,34800,23680
29,16561,7224,2995,2199,2179,3397,6795,4007,2,10,28796,-9421
28,68205,9951,8865,1101,2558,5626,3358,1583,10,9,33042,39945
26,74810,15837,9496,5215,4854,1222,3742,931,10,1,41297,36235
25,79482,13391,4631,754,6570,3900,4266,2961,4,5,36473,46203
24,84192,14688,2263,3477,4893,3811,6841,1739,4,10,37712,49541
18,43330,11787,9684,3224,1720,3374,7729,2132,5,1,39650,4112
21,31139,3989,10212,5819,2127,2551,4342,1310,5,3,30350,2844
29,47977,4604,11388,1335,6034,6749,353,3898,3,10,34361,18198
24,19983,2063,7043,2350,2880,7190,3791,3523,1,6,28840,-8378
28,54909,14152,7116,5264,6796,8651,6184,1525,8,10,49688,9066
24,79480,13013,5133,3602,1899,7199,2159,2019,10,9,35024,47453
23,64029,6027,10397,4149,633,7946,2763,3797,2,4,35712,31065
25,36329,16959,3636,3033,5551,6987,6000,673,5,2,42839,-4091
28,51734,2101,10822,2806,2663,8146,4556,2045,2,5,33139,19598
23,57837,13490,9811,4848,3209,2388,4003,3059,6,1,40808,18576
27,89354,18056,6535,993,1779,8855,3276,3064,7,10,42558,49654
20,81786,5135,3098,3805,1052,3032,7851,1101,7,7,25074,58824
21,19758,19564,2289,1630,5288,1172,6782,1603,1,2,38328,-17977
20,82699,7509,4604,4931,6831,3653,6209,2156,9,8,35893,49473
18,36832,4728,2207,4284,2586,764,5488,2989,1,9,23046,16198
27,16868,9631,10463,2600,4394,1565,3854,906,8,2,33413,-13905
22,65665,12884,5678,4515,5075,7634,460,2864,1,2,39110,27816
18,56862,18788,10606,4540,3473,706,545,1412,3,10,40070,18999
18,34728,4873,5468,2276,1653,6263,5593,3855,10,9,29981,10118
19,54857,17491,11476,2367,4658,4001,4805,2693,4,8,47491,11251
21,43183,5268,6986,3234,1454,6362,6100,3367,9,7,32771,14250
23,33940,12274,11854,3831,6740,6715,4139,1069,8,1,46622,-11304
25,20280,17758,11233,3940,6031,3256,5884,3228,5,9,51330,-28358
20,17164,5959,6090,709,6461,8970,7840,1090,4,4,37119,-18428
18,33405,15894,8803,3613,3077,7774,1358,3316,10,6,43835,-5842
20,17821,6848,4294,5608,6065,2389,3426,2900,9,2,31530,-10425
29,70090,13177,4461,5972,4288,8322,5467,3204,1,5,44891,27163
20,37516,17690,9945,3229,6228,8742,7529,3831,6,1,57194,-17341
22,25473,2679,11535,5489,6410,5742,3461,4089,8,5,39405,-11080
28,61454,19131,7673,5878,3568,5026,3556,2886,7,8,47718,16655
29,57530,19705,5367,4569,735,4513,7797,2954,8,5,45640,15362
29,84081,17942,2943,4932,4251,6459,5927,2129,3,7,44583,42255
21,39798,14342,6156,5270,4143,2304,1285,2667,5,8,36167,6599
21,15863,6789,2165,4700,1608,8345,4170,3260,1,1,31037,-15985
26,31148,2533,3905,4261,2296,1944,1549,3248,8,8,19736,15183
24,69459,17534,5056,5298,6998,2278,6010,2441,2,1,45615,24217
21,81189,8694,11515,1647,3973,3038,4563,1716,10,8,35146,48928
20,23129,7006,2350,4281,5785,8303,4,2348,3,10,30077,-2497
23,38118,6545,5309,1790,1890,5836,6444,3596,10,2,31410,8626
20,15443,11660,7661,3614,6029,6620,1210,2051,2,4,38845,-23206
23,42041,6907,2931,4378,3631,6029,5320,1421,1,1,30617,11794
28,36053,6485,5838,3200,2711,6131,3549,1016,2,1,28930,8799
28,52204,3235,11305,5888,5849,7857,5609,4451,10,4,44194,11154
29,57240,12906,10058,1173,5477,6440,3370,3721,2,4,43145,14693
26,76102,11900,3989,5814,3141,1829,2533,3329,6,4,32535,46462
23,23291,17894,11577,3475,3728,4702,948,3004,4,8,45328,-18856
29,31285,3145,5484,2871,1426,6288,6394,1985,10,4,27593,7595
21,76589,16476,9886,1256,6322,1748,4762,1489,4,5,41939,37899
22,28944,3475,3116,5684,3421,559,7543,3385,1,10,27183,5523
23,69391,12047,10325,4796,3456,7015,7364,645,10,2,45648,25371
28,16607,14156,11419,4837,4327,3713,4164,4158,2,10,46774,-28379
20,17953,17676,8962,3401,3945,617,6703,3582,3,10,44886,-23217
25,59941,3604,7967,1987,5861,7323,5368,3151,9,9,35261,29236
21,86469,16932,9904,1467,4538,7859,231,2709,5,7,43640,44540
25,76683,15593,6533,3512,620,785,3534,3309,4,1,33886,43867
27,85218,13471,10871,2852,1465,8710,1646,3304,10,4,42319,46613
27,26154,7047,4669,4909,2549,1505,2376,4449,3,7,27504,2350
20,24047,12196,11439,3343,4713,7245,5998,1777,10,9,46711,-19045
27,29323,10175,3191,1382,4219,4193,792,1114,1,4,25066,5417
24,52693,16983,3130,997,4413,6189,5255,1403,1,7,38370,15557
28,73730,3836,3403,3928,5234,5609,1613,1501,10,8,25124,53096
29,41292,15992,7630,2405,4324,4711,2790,2689,8,8,40541,4662
26,60111,8476,11522,2040,4969,7707,4862,3494,10,3,43070,18836
21,54491,18069,7030,2498,3679,8812,1695,4988,9,5,46771,9907
25,64336,11316,3381,1832,3870,7007,6622,2788,3,7,36816,28995
20,31905,19766,2369,3866,4004,5266,5180,2630,9,6,43081,-8569
24,45273,11962,7092,2072,6755,3970,86,3925,8,8,35862,13955
20,41234,5400,5794,5840,4541,3093,2027,3993,1,2,30688,10647
29,81538,15929,8314,4164,6406,6449,7680,2675,6,8,51617,32444
24,47573,14494,7700,3954,2423,6973,7790,3344,9,10,46678,6117
28,79320,11972,11368,4316,5638,5836,5278,3599,4,9,48007,35281
27,26330,3628,10567,1860,4316,4763,7110,2275,9,3,34519,-6635
27,87553,8764,4760,1063,3591,3079,2446,3812,2,5,27515,61302
28,56353,11521,3943,5805,2276,698,6889,4701,10,8,35833,23656
28,31011,7745,2957,1233,1271,8684,5701,2271,9,5,29862,3810
23,75985,11751,11002,1252,5156,901,1423,1645,1,2,33130,42413
19,32044,3290,6922,2856,4077,4301,6605,4934,4,10,32985,2287
28,53292,8123,8629,4743,6797,516,6507,1269,5,4,36584,18771
20,20250,6930,3533,5616,2038,5149,80,4851,2,10,28197,-5263
23,38289,4550,8885,5674,3367,3514,2761,1381,6,9,30132,12516
21,48087,19339,10601,3474,4049,1544,2140,2906,8,9,44053,7233
23,51368,10771,2053,4486,1303,6040,2921,3858,2,10,31432,23135
18,85815,12129,6796,3215,5276,5730,71,2584,9,8,35801,55241
27,76040,18340,11290,2285,3769,8547,1080,4048,2,6,49359,28266
29,73900,8983,4396,5287,678,7940,5642,2175,1,5,35101,39315
18,30494,11857,11166,3133,1114,1305,2554,2260,6,5,33389,-1156
20,60166,4130,9851,2592,2254,4383,1681,866,5,1,25757,35269
25,40333,5740,6921,2305,546,7687,5548,3232,10,7,31979,10914
25,48050,7307,9253,3863,4183,3128,7827,4620,3,5,40181,8629
28,63070,14904,6839,4859,6826,7886,719,1169,3,3,43202,20051
21,20166,8767,4558,3555,6997,7429,1626,3333,8,5,36265,-13828
23,22121,19881,10330,1748,3034,2393,6742,2170,4,1,46298,-24587
25,29677,15582,4520,715,715,4860,6541,2114,1,4,35047,-4704
24,71561,5144,6637,4445,3439,821,2507,4792,4,10,27785,47327
28,52664,12143,5827,4826,6042,2863,6764,2964,6,2,41429,11507
24,16293,11651,8629,2225,6265,4703,3354,505,2,4,37332,-20393
21,37443,10025,3337,3201,3399,2328,2252,3875,7,4,28417,12044
26,64212,18676,4294,1700,3376,6368,3023,4983,1,8,42420,23232
29,27559,10846,4677,4134,5604,4080,4192,1293,10,7,34826,-3547
27,80231,13176,8581,2040,1736,3088,6615,3795,9,1,39031,43481
23,54044,9604,2072,5302,1507,7218,5579,4056,2,3,35338,20623
29,36747,9139,9236,1012,5329,2050,264,4191,9,8,31221,8002
28,88509,18211,9319,5720,6964,737,268,2797,1,3,44016,45815
20,45129,9828,4141,4211,2638,620,940,1484,4,6,23862,24474
22,15037,8203,6530,4436,4910,4908,263,3240,5,10,32490,-12760
22,63503,9871,11998,2852,2659,683,3697,2612,8,10,34372,34243
22,43207,16662,6552,4332,3684,5857,6967,4214,5,2,48268,-3803
25,48241,6014,5501,4946,873,2293,3063,1928,1,2,24618,25307
26,15058,13445,4077,1302,1786,829,7633,1292,1,3,30364,-15717
26,83172,13038,11840,5046,867,5417,3802,1462,2,3,41472,41837
23,29834,15072,10526,5888,4973,1803,3816,2011,9,8,44089,-11354
23,42190,15054,6755,1401,5424,7975,1632,1232,1,2,39473,2614
26,87832,5505,4615,4658,5420,7881,4102,2698,3,2,34879,54054
21,36383,10710,7356,2288,4425,6338,3660,3074,8,8,37851,1941
23,39660,16418,6172,5100,5269,3247,7295,4034,1,5,47535,-7606
21,17674,18411,2932,2812,6215,4611,398,1974,4,9,37353,-15448
28,37820,2265,2635,2199,3616,7080,183,1004,8,7,18982,21890
18,40666,11498,8683,3650,1794,505,2663,3908,6,7,32701,9546
24,58794,16732,7773,1708,4476,6924,7251,1105,6,7,45969,14874
27,17076,19194,5229,3493,6890,4258,6583,2191,1,5,47838,-28565
28,79854,16149,3190,3042,673,6046,2852,789,7,8,32741,49619
29,67342,2610,7508,2094,4631,8148,3647,2179,1,8,30817,39866
23,52555,14480,2011,3941,4897,2163,7400,4828,3,3,39720,13358
26,70208,15493,11641,2338,5481,6380,5648,4235,1,10,51216,21530
24,47406,7027,10060,5359,2580,885,4188,4042,8,8,34141,17189
24,76572,15638,2448,4172,4334,6151,6932,1932,4,5,41607,37635
19,55262,7724,9661,3402,2929,5357,5709,4486,5,3,39268,17095
29,38216,2202,4496,2839,6497,7939,6620,2837,1,9,33430,6543
28,83117,2401,7885,5021,6302,3473,2408,3945,1,4,31435,52324
26,45284,4027,2426,2842,6298,7114,110,4405,10,6,27222,21704
27,35171,15955,9099,5428,3273,7660,5461,2869,1,10,49745,-10648
26,29333,16807,11107,999,1192,714,4403,3539,3,3,38761,-9558
23,45535,11081,5169,4127,5190,4326,4512,4363,6,3,38768,7678
20,48700,2178,2446,1344,3529,6720,4172,3289,5,5,23678,28169
18,56516,7817,4250,4163,1373,8836,6889,2883,10,3,36211,22368
21,30577,3979,9111,1560,4914,1336,606,678,7,1,22184,8657
20,30015,9185,4681,3181,3596,5100,3339,4235,1,2,33317,-3732
29,36236,5984,3401,1920,1257,2281,3423,2981,8,6,21247,16605
18,81640,12236,5407,1249,4124,5058,1069,1372,5,2,30515,53461
20,60704,4983,8761,2447,6053,2698,1349,3027,6,10,29318,35675
21,57369,16635,3043,1545,2606,3486,7626,3015,2,8,37956,22344
25,18646,10542,7363,3911,4772,1713,3453,2020,9,6,33774,-13100
26,40906,6282,2391,5090,2065,3929,6358,2966,3,6,29081,15248
20,62728,13610,6819,3974,3616,7772,2886,674,5,6,39351,25532
23,29878,14022,8879,1726,4023,868,440,3869,10,5,33827,-1713
27,24145,9988,7984,3473,808,8863,4883,550,8,2,36549,-9139
28,33226,14596,3285,5545,653,7989,579,2200,1,6,34847,-1283
22,17802,12416,8363,1869,1466,8275,7508,1483,4,8,41380,-22130
23,39119,14535,7127,1538,6627,7213,1323,2432,5,10,40795,2759
21,78560,14503,8589,5649,1663,5739,1309,3148,6,7,40600,40672
27,72353,6808,10833,2287,3316,3827,7576,658,3,3,35305,38668
23,77126,7888,11237,2152,884,1945,1822,3671,4,6,29599,49637
24,86641,7737,6037,5215,4219,8847,4734,616,3,8,37405,52308
26,66712,4358,8854,5222,3295,5308,7553,1991,4,7,36581,31435
27,67189,7390,11349,4867,5219,4173,3539,2586,7,1,39123,29511
24,72784,2406,5249,919,1556,2381,2541,2895,9,7,17947,59817
23,83285,18449,3543,3397,2231,8112,1768,1484,9,4,38984,47752
18,57949,2227,2791,5084,3942,2026,5813,3737,5,10,25620,35342
19,49129,15169,10628,3802,2169,3896,525,1285,6,3,37474,12153
18,39512,12433,7170,1295,4576,4530,1637,2118,9,8,33759,10398
26,78554,17713,8043,5937,4527,7492,2198,2027,4,2,47937,32806
27,17064,11121,8098,3309,4274,2317,1860,2332,7,7,33311,-12238
27,66567,12795,9448,966,1959,6285,6835,2337,3,6,40625,28043
26,45011,19564,9211,5035,6518,8680,4986,1645,9,8,55639,-5433
24,86152,17835,6782,1854,6466,956,7122,3594,9,4,44609,45772
19,88511,11231,9798,772,505,5287,1201,1753,10,2,30547,60487
23,25960,3101,5959,3249,6424,5614,6086,2688,5,9,33121,-3531
28,73920,4099,6364,5640,5286,5724,2772,1905,4,3,31790,43754
21,36387,2513,3716,3989,2141,7527,1568,4801,10,3,26255,14114
18,30324,13324,5636,4368,4329,8948,3027,1686,10,5,41318,-8926
18,78960,17491,9870,4151,6456,1657,8,1948,9,9,41581,40463
29,86779,15693,9361,1455,5850,1451,5470,4729,5,1,44009,42885
22,47628,17923,7671,5886,6020,7952,6919,1502,1,4,53873,-4197
29,62452,3832,10380,3909,5380,5021,202,3131,2,10,31855,32894
19,56098,12872,7726,2419,1116,1348,2310,3111,10,4,30902,29532
21,85459,12290,9557,3432,1385,7390,5268,1986,7,2,41308,45838
18,54235,9137,9782,687,2570,3613,3056,3451,3,8,32296,25573
21,42949,13358,4718,707,660,2283,5211,2611,1,1,29548,12569
28,37821,7807,4405,573,1717,4465,4660,3057,9,10,26684,16532
23,86612,17882,9887,5268,6909,6487,4622,3856,4,6,54911,35300
27,37032,16859,10003,3119,4678,5792,5575,1213,3,7,47239,-8734
21,88537,17137,9718,1549,667,788,3635,4199,5,3,37693,52957
18,30303,13079,11094,5469,4412,2439,3531,2740,1,10,42764,-8393
24,27303,6343,10532,2381,3202,3911,3524,1974,1,5,31867,-2454
19,65701,6628,4881,1014,3102,822,7367,3930,1,10,27744,41434
26,65511,10981,8710,3828,4939,8350,7204,1523,7,2,45535,23371
20,33280,3300,2643,779,4607,3282,7555,897,7,6,23063,14413
25,54427,3947,2020,3486,4105,1364,1614,4513,9,3,21049,34821
25,21967,4242,2677,5355,2053,5053,5075,3828,5,1,28283,-5318
20,21661,17629,11291,1055,949,8555,7996,2373,2,3,49848,-25541
21,81046,19742,4650,5652,5169,871,661,4896,9,9,41641,43912
19,50200,5656,5469,3879,6320,5837,2025,1127,4,7,30313,22243
21,82442,18691,9886,790,4527,2497,5552,3298,5,4,45241,40674
28,76671,3450,6183,5380,3037,8315,4643,3984,1,7,34992,43226
28,73168,9366,9086,3373,5786,3363,93,2166,2,6,33233,40630
28,63322,4842,9377,3518,3209,8037,864,1446,8,10,31293,35756
26,52696,18017,7684,2122,5060,6094,7358,2419,2,2,48754,6043
19,85246,15836,4687,5337,3457,4820,6619,1122,8,2,41878,46718
29,53892,16186,8596,4051,6354,5960,4261,2675,1,10,48083,9959
29,30583,3664,3416,4678,3164,8554,1063,2661,9,3,27200,5083
20,70215,16420,6405,3775,2289,3031,1087,2260,9,6,35267,39466
28,39853,5948,9074,2511,4602,4943,5571,3480,9,4,36129,6744
28,21109,5634,2491,3189,3734,5294,3767,1714,6,8,25823,-976
21,74757,18598,2759,5757,5814,1897,5901,1119,2,7,41845,34227
22,21659,5072,5501,582,818,1941,5761,4102,1,6,23777,957
18,16238,4459,10192,4495,2677,3380,3044,2375,6,8,30622,-10743
24,30064,5706,4088,1147,2656,7559,5870,4749,4,5,31775,700
27,46115,19590,5656,4746,6862,4877,6525,2772,8,9,51028,-729
24,46952,10601,6767,5539,3053,1766,2494,3051,8,1,33271,14924
26,20620,5469,2211,4192,928,4794,4370,3113,2,4,25077,-2047
21,59258,6847,9975,2257,6450,3337,7245,2134,2,2,38245,22958
23,19470,2348,5722,5455,4839,4822,2172,4555,4,6,29913,-8717
28,37003,5651,2303,3839,2985,5328,520,2940,9,9,23566,17404
19,42571,4878,6786,4157,4902,3416,5408,600,6,8,30147,14173
29,39668,13857,5772,4710,6428,727,5246,2750,7,9,39490,3173
29,47046,6749,3781,3652,1400,2885,6359,4168,3,6,28994,19929
21,85977,13261,5225,1225,2120,5205,7795,4129,7,9,38960,49687
19,20397,13304,10999,1607,3898,2417,3900,1265,3,6,37390,-14002
27,37233,2002,8739,5482,1248,613,1129,3904,2,5,23117,14476
22,75308,19501,9273,3325,6644,2651,7658,4066,2,3,53118,24428
24,84726,14694,11968,5405,5372,927,2772,3779,9,3,44917,42957
18,78219,16353,6203,2701,4789,5098,5675,1232,7,9,42051,40674
27,16130,3517,3353,2340,6488,6620,3648,1906,5,9,27872,-8801
27,29071,12087,10371,4848,6765,3878,2644,2828,3,3,43421,-12005
24,17118,15175,11072,2995,2911,2444,6200,4426,8,3,45223,-25917
27,15663,19232,8274,5892,1527,1456,6887,1278,2,5,44546,-27738
23,77408,7036,3830,4444,4744,8836,3351,1872,3,1,34113,43021
23,66786,18589,6698,1324,3632,6183,613,3400,5,1,40439,26885
29,34158,2520,6002,5102,3341,8388,4267,818,1,2,30438,4171
25,46087,17705,4800,2234,1640,7192,7272,1395,6,10,42238,8892
25,68121,8258,8902,850,737,2782,6083,3213,2,6,30825,40507
23,34874,4134,6263,5702,5757,6591,5,2856,7,2,31308,4003
20,55821,17454,2222,5413,5325,6239,4034,1496,7,2,42183,15243
22,75582,6838,4237,2673,5053,2842,5153,4028,1,6,30824,47651
19,37787,2785,4578,3785,3032,3233,2968,2641,4,9,23022,18175
22,79703,10143,3778,1334,6638,5737,538,3962,1,4,32130,47637
26,36705,17050,2620,2487,2254,4939,7697,1752,10,3,38799,1826
27,84381,15635,11405,4321,5309,6372,6660,2020,7,2,51722,33557
18,59653,12982,6054,4171,2110,546,3701,1084,5,2,30648,30820
27,47252,15409,9466,5491,3618,6547,2519,2630,8,2,45680,3742
